# virglrs commit map, main reworded to the CLAUDE.md commit-message rules.
# old_sha	new_sha ('-' = not on main)	where it lives now	old subject
913e00efd1066a8fdd5353877efe09a1d3fd3dbf	03c45ab39b57d2182645484168ae046e3f0ce533	main	harness: count IOSurface-backed blobs in the venus score
914395ac4323717b5b56efa76086d651f35eea4d	1e714d7e91f10e741189d2e554eb64cddeb73857	main	venus: export the driver's storage instead of minting our own
919decc948a0695dfdbd17828000561881e8c63c	2083fc0fe35fdc928b86fdf97ebabaa2ea85f62a	main	vrend: read a blob's pixels where they are, instead of blanking it
91f7c74caae4c265539c5f56cea30d04268ea3bd	3f71bf6938b5eadf0c0ee35e2b4d590f8720dc8f	main	venus: prove the exported descriptor was closed, not that its number is free
927d904175771cb17da18ab7a526b9eabb9d674c	ee44a7077438ba4d85369bd5f63bc0251214d69f	main	venus: the nesting witness needed something to tell a refusal apart from
9302aa429687000f9559efd23404e5f2811feb04	d20a208d61410826e8590ee9880c26d01628c672	main	venus: re-cut the unserved ledger against a Linux guest
931c04c0f000fca13a9828dab408f0340e6ae783	3e7517e25fa94c2794434b8f7658b595e60ab052	main	venus: every query index is held to the pool, not only the read-back's
939337d1b3acfe9f7d6445c2428c6c2e60381558	9b86d43b0e807863a49823648f94467716a583e3	main	harness: zero a new resource, so a score line is not the allocator's answer
939c84153cda7954d0c7c15f411fd58d3fa28b83	d9462bc0864f677d5231be9adbd3075f3df51005	main	harness: arm the fluster gate, and pin what both legs decode
93c0261771d7f7979a276ee1734e2e21ae64ff61	e62ebe17976bd4838fcdbf4bb5301f6596af7e7c	main	venus: run the command streams a guest recorded, one copy at a time
94a38e3321f8d81bf676cdb38fa68cef4284a454	7ca2129080bf13b64b1789ba62f335879ba4967a	main	vrend: say the storage refuses the view, not that it swaps channels
95557bd94abd1464ffe03319965d92e9f2eca0d5	666bff51711d5df30b7f21ade3ad11aed67a0b9a	main	venus: ask the share whether it is held, not the resource table
955b6b069036ff89d370d1247b92a9e85f9a78f2	8c2e60a61e0432c9081043a1b028dd1de5a543b0	main	virglrs: make the crate cargo fmt and cargo clippy clean
95d9ee84c0b7d51f05d3ac43425d839287ee8e84	b446bb73d7466dfc8211b4bde23b5e07c765bff3	main	docs: record that the MESA resource import is forwarded, not translated
95daabe9497a76a847727a74990290384bc86bbd	c16a8510222d1cddd79eff896789553b8ed710d9	main	venus: a declared export gets a descriptor, described or not
9679a06fdd82cc874c79dd37d33664a6f5836dce	c41ee9e4315cad47318872ce3c4cc4077e2c070f	main	vendor: allow a local clone as the source for the pinned C tree
96ad6c5cde20ad96e2cc5ba884ea535f58799ab7	32d010b7310dd3f25099b5cc3adc7389ecc12cd0	main	venus: serve vkCmdCopyImage, which the overview's blur asks for
96d6cdfcb59cd0aa2d314f9cb2b0693326f178fb	ce444e6c94d381be61b96b435969c122d5963f74	main	build: take the reference C renderer from a pin, not from the parent directory
96de39840fd559adc37a3b8e3b51ef0ac3f46db1	1312c6b28ec708a8c2d29604655b29b8e9d0fe7c	main	ci: give the probe libclc and spirv-llvm-translator
9721bddf74304937b7b447ade11c48ce375606c2	af0ae6687de6b38a18230444d25229860860d052	main	harness: witness the resource size that travels with a published allocation
98472a0270bbc383fddf64f4af0debd7ad85d1c0	956ae0858338cacbf7f3b153e4ac2fdabc749e94	main	docs: scope the planar negative to what was booted, and name what was not
991d3bf7a71a4f2ff5a257d2f3ac305e07e2828e	c8fde24c362cf7f4a1b954777e5345a3b05780ec	main	venus: witness the census names the driver's own heap
99414bcd7023e36fd169c2f60cc0f65e6648682c	5b95f6e739a123c73c035c906fb7d1da7409db93	main	harness: pin the composite corpus where it decodes, and score both codecs
99cb44bc5286341b8787b98b25bd1d6a87868be4	f729be101e706fb32730e1295769d27a1cf2fed1	main	venus: stand up the instance tree against a real driver
9b650d8c99e09657458e3b04dea64b8333659b8e	a2b9e3472e59531d2a5d8168af06f14f9b80ceed	main	venus: lend the reply slot to a submission instead of looking it up
9bfc277744dd3a9f9d1f004d454f4d06800ccebc	5df78f7c342e91f7fe79716379d9860b67f4b870	main	venus: forward the twelve device operations whose whole answer is a result
9c126733ed662eec778f8b7d84ae7b9d351608d8	238a4ade8b65340a38d358f738eac02529fbca5f	main	harness: say why the budget's witnesses are its whole coverage
9c238e072e0902753337ac6de0c620e48b53c995	a390f80673660f28d6a0a60eddfc244fb8765347	main	ffi: say at init where the GL contexts came from
9c37e2c711a35f41c989a9a20b6af5c716ec4dc4	99931e3caca92d308d3b5f5ad03ec9ee826ad4bb	main	harness: write down the sampling cycle, so the next one starts at the rig
9ce9a8731adb431308fdc720aeda152ae52d288d	53da417f18d94c3d71296c2f21849735a5049621	main	venus: serve the twenty-six recording commands the seated desktop sends
9d384bd61c3e8635c6f32d67045bfe0848146711	9127d5889b764f927cca7343e847d971382ec923	main	harness: score the vrend scanout IOSurface, not only the texture
9d6402ef84da89ee2f2a6a10f76afa82056429e8	a5bd2cc726ed9205179e3a626054b93868be585d	main	harness: record the witness layer that now exists
9df6d39a281d85fb5d58da124f55c0ed9451f803	6aabdbf9c8f689d077212073809707a98a68027b	main	harness: score a blob through the address the guest reads it at
9ea81460e85993c7f4a62e349654adc2f91749f8	ed355bd8dcd9fbea949c6c48b949cbfd7cf3853b	main	vrend: adopting exported storage is not minting it
9eb5305d71e69ebb2c27d6137371cee265d63438	8a5ffa63093f7848bd96bccdae86d31937aebc3e	main	harness: make the replay wrappers refuse to guess which renderer to score
9f29859c97d1027c6fc434ba3e6c38bacbd33846	77403b16049395fd19a298bb084ba748d05753a2	main	harness: score H.264 and HEVC decode against the C, 300 pictures each
9f412717f5024ca0511904f6833af4cbd56dd42c	51511b32ff4de6db5b7d0f143ec0f4ea6a3bafd1	main	harness: pin synoik-glclient, and retract the ring flow-control story with it
9fc3f9a4764931db8422e2d4ac1038714dd578fa	a790031202e83a990d8213d136c6848040726ba9	main	harness: a probe that names each command of the events group
9fd84c290459be2f046d0923ee2edf6f34de0f6e	b0935ca526f56ca1a89430d670b52639947fd3e4	main	harness: the absent-out-blob sabotage fails as a test, not as a build
a07b8bdb9dec7225808f8928e00220ff8778b689	fc6413d662bda61b5b10f4832bc4b241da921ef4	main	venus: export, restore and replay a context's journal through the ABI
a0a626faa6511f3ac34838b25ae095eb7f1c81a8	aea2bdc5badcc1501f05f8a0bd7c731aa0c14a7b	main	vrend: give a swizzled view its own object without asking for a view
a10793f407be4f500cfc2e4022b1abf1c38d8ae3	665eac9c26747591fd041fb66b5ebd4d25e1d918	main	vrend: understand a resource once, instead of checking it and then deciding again
a10ce32fda821ee275147db526b00fa4e7142132	06619937c58c6f0e99f204bfac700bb77013671a	main	vrend: serve the classic capsets
a12287531d14380306995818e6f0e30225cf6e0f	138fd47456a08a3c2423548799fe277f7b3ec883	main	video: let the AV1 model carry the caller's side of a held frame
a1846b8acb6cb9a3075867ca59a983e695c89dc8	f94cee03c67fb2d0120b3e02cb7cbefcb0c8d45f	main	venus: an array stops being a count and a pointer at the decoder
a18c8d566dbd6acf24c334a7539fff9453537784	f91a17af4b98fb094e7c819d9ecee8cd99dd4abf	main	harness: keep the three client workloads as scripts, not as ssh one-liners
a1f0c7a02a965c5b81c3210622f99f59442010d9	9db3f8a3b468d5c2bd9e0f41a6e6c69ce6045fed	main	venus: a mutator is about what it wrote into, not everything it named
a205b740592dc9adacf165b7c5dd3ed46a59ac99	15f9847d18f429df9495163c00e9dc55c36f93d1	main	harness: sabotage the new copy handler, both ways it can be hollowed out
a241d0a1eef57e0dd64246903ad93f3547d55717	0644f8fa200d60695ae237263e366dec31ff3185	main	harness: look at the pixels, because every other signal lied
a24bd11531a505cea93d7f705678b3fbe9f285d6	5276e3e1e0ae6ce53ebbffa20fc0f1a0758cd6d3	main	harness: give the replayer the same rustfmt settings as the crate it drives
a2deee86749b08e53a5417ee1ce231e7808396f6	ba392e4abd0b2de374b2b6aac3b8017ddd9ed1b3	main	venus: serve the queries that only ever had to fill a struct
a30eb7f15945306d7a7e8b4e743a8873a87b6ff0	62c4ce843fa32bb1095ffb68385421c62f91a6b3	main	virglrs: finish every GL context before a scanout is read
a4287f7d327b60ed38129ce752df270a0c60cce0	1b9a05b8cd23be05e07bfc5bc3a131a3aa107287	main	fluster: let a run be narrowed to named vectors
a43b3aca0cc04cb90d35743c282c9926c9f469cd	a617ff7481f03e51847aeade709f248238aac815	main	ffi: give NoDesc a Debug, so the tests build again
a4530b48891a08991cb006e76fbe48654a672aa2	f9b4173880ee7e65673cb8c39d20fa82dd7d8b5b	main	venus: a free is checked against the pool that allocated the objects
a46a0090bdfc040a8e66b63c4ab0a0023ffebb82	2cec6008948830fe823ea31b1e0081fcfe5dc5b1	main	venus: serve the four commands that put bytes into memory
a4a90a705f3a802ebda8da9b655b265af9ba04ab	2fc5be5ebd8b9b04c017a93a1cf558a0c3864de2	main	venus: the budget's three missing diagnostics — census, watermark, name
a4c9bb9d33d58e3836db4804b531c02d7729096f	507e0b326f31c5fe68c97f887b1ee790caa767c6	main	venus: stamp ALIVE for the rings that asked, on a thread nothing can stall
a4e6d67445e46272839fff90e5fced67a99a96fb	0bc584c982e2a150022d1cff53265a2036ae1a63	main	renderer: take the descriptor an import hands over, and give it back when refused
a5197d1a37663ad1133ea25cd89b409fff0b65c1	8da4ce32b344284bf9429440e4fe9fe88f5c0a4c	main	harness: the worst proxy is the one telling the truth
a597d0a32a548d2218fa253082b6a78680445a0d	0d20cb627699d76c031705c0d10595cf7dc34b31	main	venus: pin the padding tolerance to alignment, and the empty array to its alignment
a6aabe68d62ce273085854d4a307277b4e3c5b88	eda98826e9c798667365570e95a81b99bef6ca57	main	harness: follow virglrs out of the C tree
a6d7f80db14b8d23ac46f19ed1047547f2d21a29	6a7af86eb7dfe5687984d055faa9b689a5cd1870	main	vrend: make every refusal say why refusing is safe
a766e78e1f66d979f181969667516234f495e643	55452a65cbcbac31772451445355b117eca7b8a3	main	venus: an out blob remembers the room it was given
a81b760c378fcd27515662f6031d7e843dd5c0f4	60df8872209a2a334c4df712f73686bcfed9cc6e	main	budget: move the ledger out of venus, and Charged with it
a81db4e6859f4eedabcae1ac52bcc1e500d22bf5	8c2c0a9818416e33af06cace2dd7a221ea8af7bd	main	harness: sweep the design that minting left, not the one it replaced
a8369f8d9768d7e51e8867397f45bc8ec3c9a42a	5b2d38fa04a97b5feb3f6d626a8e672535ecb195	main	vrend: say the surface view's storage invariant out loud
a85fd4a595ed51693614fbc9f31f55afaba3cf39	b939682ac2ff5ab36f5f9210089ede257202994d	main	venus: answer what memory a resource can be bound into
a86f6a93679099ea403c2d83cb4a2d61c4dfe249	7cfa372e1e3bdd2e9d8e81a948a34ad534d92e9b	main	venus: dispatch reports one verdict, and a skipped ghost is named
a8a81a6dadb25d670c5599516c708dac80328cd5	5e1be13e6d5d0ae4165348a1af458270f6353222	main	vrend: a draw binds only what its own context attached
a9106f53681c003c7071f5484dc256e0de02d40b	20826c621b50359283952b35e57a7bde2f73d71c	main	harness: record what each rig guest needs to actually render
a994c911c6032c1b7ec241dbb0a250bc1c58fbfa	e62500c9d0c7652d9be4113da425d7305a3df858	main	vrend: rebuild a context from its journal, and say what would not go back
a9f08c3819f471a41fb2d69ec4b463066bf40a46	08d5d86c5a831d760e2271b82734cba4cc4f504f	main	docs: existence precedes purpose, in both protocols
aa2a8637d15d0069d337dd9b5c672d50c3a3582b	e24fb58aee7dcf666959610c388720c1dec7a219	main	venus: publish a guest's device memory as the blob it asked for
aa7ec5f06b0b934d1b716b7652e58f939f85fcb0	3bfca3e9f43c93abaaf19ebf0d2439891a83d901	main	harness: say which half of the sampler deviation closes
aac71c0030c6f8544bd9c191b6374e4239460e27	5d79005cf7972158ddd345e6cd37e1f559125cfc	main	venus: let a refused create stay refused, and destroy what a context still holds
aad28d984754be0f084bfc350d67e434e00921bd	363e11b1c10cfe5c9113c3de9489336f7fb7baad	main	venus: a ghost cannot absorb a command the guest is waiting on
ab0b6a38142bb112d29842cc84c38b244ca102c7	8f6fbe07fe51f9ea98eb729f3268605686f88f34	main	harness: A/B the fence knob, not two builds a rebase apart
ab3695d20c5ccebca8758a9f22d8e4f8c771c0d9	75ec4689116c7de558c3e0bcf7b86d32613afef8	main	vrend/video: a frame with nothing to decode says so
ab56f9d5efa8af30de078fd1cb57f75ff9c461ba	87fa2e382f95134abcce9f43cf43d2cb0a956a71	main	venus: serve vkQueueSubmit2, which zink reaches for and this build refused
abb24fc993b4b4d23e61e9447a4598b0a9322a67	54ba84e2057d1ccd5e71ab87087e3c4b7c905b10	main	harness: --smoke, the gate a skeleton can pass
abef6e7ee619777f13e183f1c8348118013a7634	1c0909d50264d6bf19119b7185c6442cc6e193a4	main	vrend: make state_key exhaustive, so an unclassified command cannot compile
ac0e02d12fec34d05d77483747c8d224c11896e2	c2d870565ad59fd74d3a12c1e25433d941b29e89	main	Build on a host that mints no storage of its own
ac9d2d8f691579e2728ee04908d10edb438d05b8	6d53e47b2f654e485870df08d8b26e7f8889c0fa	main	harness: sabotage the unserved command's refusal
ae46e23e3ba49c5a1784596a1b60e4fb6185ccdb	3f9e8855d8a4f223a3ff922ca26448ac2d7a602c	main	vrend: skip a glUseProgram GL already has
ae72c935583db6c507791dfa7df07c08daec37fb	854c200763eb0915fbaa5cf3e229426e7f7c6283	main	harness: score the dropped optional array through its caller
aeb71dd5d3bcfe9198b7bbdbd71826243d2fce12	19bd43b548d8ca65139c532ef3b299660fd57340	main	docs: say how to run the tests that open a display on macOS
af4d3ce7dd0d5ce3222b751d2370c6dc29473ba0	12a01dc151f4427dbc76d03c1113de7b93eacbd7	main	harness: score the venus journal as a fixed point, and fix the build that hid it
af6a896bf773792589294aed6e4d164fe692f2c7	019fd807c4465e5b70cc4fdf5d589450d6d0c520	main	docs: put VP9 first in the video phase, and say why
af999cfd229116d51f509ee1cf8eb760ba1bf2fb	e883f590732890c37b95304a6004534c60a9e267	main	renderer: say that a host transfer cannot poison a guest context
afbfdf48efffc278e9f5b899dfeb5f503dec6fa2	aabcfabc815ee9bed84a1b2bbab3989ed7abbe98	main	harness: pin the C ABI -- exported symbols and struct layouts
b21a1fb322aaecb84ed8db149809eac1b96187e7	a057ffeb0ae17f9234a57b82af721fa09fc91837	main	harness: pin all three conformance suites, and name the five it found
b3955876bb00b91e46869d285192df54cd6fe067	ddda0306d1a0d5b9215af1992112a39c4a167bc6	main	venus: give a scanout its surface, and give the import the same pages
b45bc2cf7d08f626683bea4459848144cb303c16	9d40d12a012f46342f45416781f807f777e23856	main	renderer: answer in named causes, and leave errno at the shim
b4b3e020e13dcc6c28d1a67c3f30011d67f3d09e	be6280ae1761e3d8e43055eaff66b9c4cc79eb53	main	venus: one owner for an allocation, and a teardown nobody has to call
b4b730d06b1be319e6771e0901796b77a173e2a0	d946cc187846f8f1523d43805150c4b7753ca196	main	venus: tell the guest what this build can serialize, not what the driver can do
b51374ca46e1e725a6f697c65fd044424a5211f2	741087e8d7c282023e9de4a737ba3dd3fe39fafc	main	harness: check every sabotage target before building anything
b52815d25381677ce8c236817282d0daee321ae9	24cf73e4696ad0538b24f9ed051b80c3a675c07c	main	vrend: ask once per batch which blobs copy, and keep the buffer they copy into
b5446feed3f0582baff6fb373a2a144ba6469ffb	2c3c2f58c2f7ba13482637e9cdac104d7b5061bc	main	harness: the sweep passes its own cwd
b56f0aae40f43d4b163333bf8477ad562864e7a3	53780b046fe6c152f820982d7fc69d1a1a2f2aa0	main	venus: derive an array's mutability the same way a scalar's is derived
b5b512ed64c2dbca8b722a9f15ae0705ddbdd874	ea09ab43e39c407292510f0281c4b0bda21c6401	main	venus: refuse an import that resolves to nothing, rather than allocating around it
b5bfc197f694a4f4345b703ccb445bfa5e4ef2bc	d1203b47b6ca379a50afa620ee446f807fb13048	main	video: decode HEVC, and the video capset now matches the C byte for byte
b5e9f0208519e5ae3617dc46587dbc9177d7a82e	ba787eddab5c9e1d4808c086de16e385eeb18fce	main	venus: a failing driver test should report its own assertion
b611372c534d3e3659141468e155927dcaabf16a	441f57f47b40b72f62f31f3a65cd29d7cc8a7ada	main	venus: give every stream its own place to be answered into
b70650bd6c9e8c0966f06df7948789e7e4e19347	e6fffcc589ed6094fae026a505f236e7b85a9e73	main	vrend: ask VideoToolbox what this host decodes, and register before asking
b7291029f2962abd53f2f5f7a3c17e8ed9038f5a	8474f5debfa75b89944baa670d581ffb6036b581	main	harness: pin a corpus with no GPU client in it
b7b9026a05e9cea4950f32470c5949545fdfe77d	1a38501e5d323a05e48dd20bd6c7f9dd3214df2d	main	harness: keep the all-zero hashes where the rule that needs them lives
b80967ead2f12a8f393af30121fd5627b5259c23	e9c74ed829b24685ab41aed57f2baab68c8d35a0	main	harness: score the desktop recording shapes, and follow the described-blob refactor
b84d4e4b225c885792e86495b5c136d97f3a53f4	babf3856fe57bea80ba70d51b7ede4f3d33ace49	main	venus: the two prunes a generational key cannot do, and a census that names what it drops
b85d64e3046c0f810a90acaeab87b12795e499e2	4299a81fe8401608032f692b865b8a04207ac8c3	main	vrend: say that every transfer route converges, and why it must
b8bd04517173ae6645a5a0f3bd3a18bfb29b7cf2	a13ac9ee91d709c943619217b2ae1023f91bdfab	main	vrend: hold the current sub-context out of the map
b9522b7a7ff0f95fb1f5e2b1bacd27dfe820a193	1cf1610607679d293f22197d53fb3896c4aa3df0	main	harness: a VM-free venus replayer, and three recorder bugs it found
b9eed2aaeb7ec4230a51d437989270e32535a883	ad90a3dcc5e215730a5f554f5e3905b91b4881b1	main	harness: two GTK sabotages refuse the command instead of breaking the build
bb35d089c9478997c83a62c4a1fe394d68da5770	2136ff394eeffe18601a6942a9eda3c40edf7c64	main	Say why a resource was refused, and let the resource path be traced
bc05bbc982a252845398b7bb8c3ddba725e0d760	a1d7d81574109019614cc035d16b140d16a0fd11	main	Relicense to GPL-2.0-only WITH LicenseRef-limina-exception
bc640c31bbbd18fe9d43658b762d6a887cd82c24	7e98dc0877c6207c3acd70640bab47dba7dee7d8	main	docs: the transport is served, and the executed streams have their own two rules
bc7fe5b59790bfcb686aab8cb6764f5fe0851cbe	1731334c0c39ebc124aaad0dc792dd3af514cd59	main	venus: let one refusal have one wording
bc956bb385527a197f7445f2d8cb317586239309	ead37c92a64ceec9161f030cc4e51f85f5313a1a	main	ids: a context id cannot be zero, and the Rust API has no global
bd199173988911de39fec6e9a3d8aaa5c1fc59e1	15fbd37b648db14b8cdf787cb5ae3a572f140ea1	main	venus: serve the buffer-view group
be296f58dee56479df28e7fbb60954be82adc0d5	69c81f9611edbefa85d89e0d03a98c685f7a5d1b	main	venus: a binary semaphore is not a timeline, and saying so is not optional
bfecf50fada592e932a3b0eddc1b532ee6ad8fdd	9d0e4dfd3a42d851213834da3d5f80d89a6f0804	main	venus: a replay that could not rebuild something says so, and fails
c002c36221091c592639c22b27251c5d3be879d5	98c312779ccdcc5e818bee726d41ad71b950a9b4	main	docs: VP9 has landed, and the descriptor needs no translation
c010202ae0f650336d8ea75d045aa45a96bc5272	975cbecae56a1a2db5cdc939e6c400729a3404b4	main	harness: ask for a resource at its own bytes per texel, not at four
c0372184d4a57811f1eaebb400b7596f18b64c88	35f1767293bfd42994bf0c3b288db6d539da0229	main	venus: fail the build when the command set changes under mutates()
c0b9abfc6eb824c9aef4a524113bc68637867120	3d28800d64ffb554866db27acbd234b608449a91	main	build-reference: pass no --reconfigure rather than an empty argument
c0e65064b7c8e0388ec9103b721af07397763a04	32047f2aa07fcbe46de78d6c5580397bffecd97d	main	capset: hand over the struct, and let the build prove the bytes are safe
c0eb5dee5262957b9a9e9fce201bdb83cf6cabf8	d1be0b072e7eb622cba5861864f1d13715f1e755	main	vrend: give a program slot the serial it names
c12d2d8fa59d7dceaed53e3c2150dbd38258772f	edc730c4c8c80987a056eab95500adbc0bbe5d03	main	docs: the plan became the design, so it takes that name
c13ef7ed6b8d4927cde4099b03d6f4de0af95919	0d1b2b784502969e8f80023a47a16c0b4f33d4a7	main	harness: run the snapshot-journal gate by default on the Rust tree
c25c4550ad869826a2693719a9d4687e280b99af	8ba4e5ba0ee9280910cd8c3a11552f3c726d6954	main	vrend: keep the current state a rebuild would otherwise have to guess
c299aaed8749cd54836d550cde54488c5c10b121	eba607f0f75e72b3de417a51d22634f5e877b957	main	venus: serve the timestamps group
c29fe75f50737c53607eb7d040ddb86511ef0484	3a3e837e5976dda5ff4a7af9ab7b010717dee7e4	main	vrend: say a blob's pixels could not be used, not that it had none
c2a0fbb24ed05b9537dc816744923fe7bea06099	79b533fbd37d244174189c10b8ef752794858038	main	harness: score a planar IOSurface plane by plane
c2e5070a11a2638c48fc14e14d1cbe670fb81999	2b55e8fdb5448ad7a4d145e62942ba35ba620edd	main	harness: add a browser/WebGL workload, and record why it must not ask for MSAA
c3c719039fbf080688104cc9a02a4c811502b722	80845d0cead31bb7fcda4bdf648f6fdf83d56600	main	ci: probe the zink-on-KosmicKrisp stack on a hosted runner
c405c580172fa60e3a04764d7f5e1066ea2a8eb3	24b7aa94cfdb160e2bcc1c9a84ff84afff5d9a31	main	harness: decide census stability per allocation, and correct why it moves
c45477f5b43fe5f2df709d5ec89ade2fc9371849	411326e5b1c840e7d08c7f5422471d8ce84a39d3	main	Hand a fence to the VMM only when it agreed to be called
c4b0f731692a1ef58edf8df5dfbb34ad6070449f	a01a8b7e730acf4cd4997e8bd544959ad29d26ce	main	harness: record the layout oracle in the test floor
c590ec335dcd6ae7ba17e0ec229e1385f0005c2e	c43cf6f3c80bc93de2a140c289e83dc40a8faa15	main	virglrs: an EGL image holds whatever owns its surface, not a surface share
c5f10e925d9d1c613c0c6ddc3ce4d27a902bd388	140260880bbf944d024b038e9e1beb41264f6dab	main	virglrs: generate Vulkan's types for venus from the pinned vk.xml
c6484df921827b83f69786fdec5f390da8b8b6d6	cbe9e3f4248bf98440dfa7c8e7e72766ae59eff3	main	vrend: put destroy's must-use back where it belongs
c6cd60774eee1589f77bf1ae78f51c4daee80136	9adccfc7c36114bb83977578e9c3dd6db0cd6cf8	main	config: ask for what the renderer should be, not for a C flag word
c757eda83fd2cde46fafc8c4512bb2db635393b8	b09031c9f0e582174f66793aa8952eb246e55055	main	venus: refuse to stand a second context up on a live id
c77798afcd5bfa43815d70393137c51316d11acb	d3e4aeadd38e279e49b340db49758b04c1017b5f	main	vrend: count the fences and the presents, not just the commands
c7a24b7a377acde1e6aeca0eefb11341ac7590b0	660bd33f529ffc22874b245240e3f1e1c96c6385	main	dmabuf: a tiled buffer is a good descriptor and a bad picture
c7aa08620cf0c3450126badd2f504ee197c9e8d3	e708c05712f5b814089599d0f731770f72cc6252	main	docs: correct the reply-encoding claim, and drop ash for a generated proc table
c806fc983c874c3d98a01201ff54155efad25d76	a7969293c26c8beb8a9fe59f80a58097a22470e3	main	venus: serve the timeline semaphore trio, with the guest's own timeout
c88ef5e3aeb035ed4e029204b916feaa0634c88b	927f38c2f0bff434f6eb572e40569c91871d444f	main	Revert the sampler-view GL objects: they blank the seated desktop
c8907244732b531caaf09164420bfd743a26e207	ee48c5e653c1e4e12706ad6157a8fa227c302650	main	vrend: refuse at the draw what the C repaired or skipped with a warning
c96f76b1490ccc1e2e0aafdd2f2e4db7ad774052	725ab3d0ad7ce35fb07919f190d291263fbdca68	main	vrend: convert a composite target's planes into the texture it is sampled as
ca08a8c9d242c63a02e0952b5fbd747917a25cda	0b68ed2b84c0ae7b0dc6157128c4186e83e36179	main	metal: stop the surface tests racing each other for a recycled id
cb52d4c8817c5cd60bbc093348123039eaf97efc	4d11c2365792649b8f86a52ac796ae8b70a6abce	main	venus: the enumeration witness never checked the count it claimed to
cb613e058658bebd201b11771b94d2cf1ca9e3a6	40df282210aa3789db7eb235993b9f5ee2a10f56	main	video: rest the CoreFoundation Send claim on the type, not on a distant mutex
cbc43c36082cde51fa921673ba38b272df600955	c1f638db14775349fce27314baac91ee33cd34df	main	build: let libEGL already be on the linker's path
cc1eaa0614e43c432138941fae23b41a85087126	931c9c7a29c43926ac3deec05c4bb254016991ce	main	venus: a driver that will not answer is not a device with no extensions
ccbd1868afa6dc627ce1edad19fc5912227a6f77	ae0d7a987e620efd646d2cd8f6dfcf7fa02d3d77	main	venus: let the enumerations' refusal have one owner too
cd45a25bb72305ba6256545a6b45c6bf20b68d58	b028ef930622d5b7a4b797c8063a1eff8fee4aa1	main	docs: name what is wrong under the blob-import port, not just that it lands
ce241daa48d7f074b155993f6fcf05be40bddc0c	5e5b21a8345781ee03bb5a7e01e3bfc55fb5cadb	main	harness: the rig's disks and bundles live here too
cec8911f62eb48b8f759c04ade68791a504a735b	e82ea79d312cfddd4263f504b0100c63e748d83b	main	vrend: a thread that waits for classic fences, holding no renderer
cf09565991418a7ce2fb62fb05a23b4ced750be8	ef159e9e17461f1a69c9b9f7726981dd26404bd0	main	venus: one owner for every object, so a dead parent's children die with it
cf365b72887f91b59b733d1f9d5f31d139070ca1	57004c075083564fa2cd9a77fb010a25eda8ead5	main	vrend: translate TGSI to the GLSL the C emits, byte for byte
cfabb0a2a9d1b31119755794521f4297ed9644db	861bb1d44f5d6c900de35f29797f07ecee9cfaee	main	venus: decide whether a guest's ring layout is habitable, before mapping anything
cff0562b258c9c15f5094c83ffdb937398bbc9c5	b30856c5b5ad3428db0887d29c13a4fc17f7164a	main	venus: an allocation says what its bytes are once, and a charge names its context for good
d0b1299ade345ddf3ac5f4ca2c1709682a9a6f54	f7a5ad3d0119f4300edc644106be033e17073ee5	main	venus: serve vkCreateRingMESA and vkDestroyRingMESA
d0d667f02925a92a4cb9754f3c897948e4353eea	c945f61ad5df4a99b0ef9de4bae785c277d9902d	main	spike: guest RAM and minted storage cross a process boundary on mach alone
d202244b0edb114025488c213383e2adaa73f68d	3c18cafdce686e804600278d4822613f24489fd6	main	docs: write down what is owed, so it stops living in a session
d22d98b503b266dd5b19ec4517393c0fd4150896	dcf55bda35f78c069dc9e67301d5414b65bd848a	main	venus: say why an allocation could not be read, and how much was
d258528b142dd6d4a82217d0e934dae892ad5111	ef8298ebab9be727e7ba7214ad41ddf52466dee5	main	vrend: bridge a constant buffer delivered as a resource into plain uniforms
d301c5ea9a82c131a012141e0ed7819edd3f26e4	c4a4b1df55b1cbd40c733e3982cef9d07c009705	main	docs: the cross-import is served, and one frame is not evidence of a desktop
d30b8ce87ec5f3dc8a3974a76cb8c9b9d624e94b	4813d7a1e6ff43113e07bc5a6dd36f751d1e404e	main	vrend: resolve the draw's program once, not thirty times
d37551f3d4c22136a50f7ff2914ae3a2497a491f	7c7db5ce8a737c5563e3904cd19fbcaf955299c1	main	vrend: parse a shader's text the moment it is whole, and print it when asked
d3c93bf2b8dd27e8932b825f522e9fc9add5a7e1	544c63aac0d73bb41833e66abe97d21e29f1a720	main	harness: compile the replayer against what its leg exports
d439ad02392601a7401cc0054f442cee412919f2	da22ce87558e6bda5cb170115b972a4289268f0b	main	vrend: give every sampler view its own GL object
d43e0e9d8bf9a3eeceef01fc3994d00bed7ef57a	09357eaf2d565e9a56398855300f197ce6fba59a	main	harness: check the C bundle before deleting the only one there is
d52b0d1b0425186beb5c15f11c8186bfae7b0a3b	58128a7f629ee71e6656ddbee9345d5ca0dac98f	main	docs: book the blob-publish lock window and the missing venus cost gate
d6a55a714d9ee81c41d716323779fb148119834d	0e275b97d7cfef2984c5a4afafba374ea8f5bf5b	main	vrend/video: refuse a plane pair the copy would only error on
d6a89b652e6b08299599d59df965e0089d7a48a3	8fc0696e04f184a3dde7f77f30c1c54ba0c8d7a2	main	venus: witness the forwarded commands against a planted driver
d6bbfbbd5648940e4e3b66f04babc0de8d7faba7	06e65080e8e5d2447c47f281e7ad735cc140c456	main	venus: keep an allocation a blob still holds, and fence the gate on it
